mp4,text,Arms and Ammunition,Arms and Ammunition_pred,Crime & Harmful acts to individuals and Society and Human Right Violation,Crime & Harmful acts to individuals and Society and Human Right Violation_pred,"Death, Injury or Military Conflict","Death, Injury or Military Conflict_pred",Hate Speech & Acts of aggression,Hate Speech & Acts of aggression_pred,"Obscenity and Profanity, including language, gestures, and explicitly gory, graphic or repulsive content intended to shock and disgust","Obscenity and Profanity, including language, gestures, and explicitly gory, graphic or repulsive content intended to shock and disgust_pred",Illegal Drugs/Tobacco/e-cigarettes/Vaping/Alcohol,Illegal Drugs/Tobacco/e-cigarettes/Vaping/Alcohol_pred
21144a23-147d-5e3b-ae75-1875adfaf3d8_7.mp4,"In the sheets, still aching for my arms The way you move, it's almost holy Hoping you don't know you're on your own",False,False,False,False,False,False,False,False,False,False,False,False
ddff8b25-2bc3-56e3-95c4-8e8b2e269934_0.mp4,"Sometimes it's hard to be a woman.
Giving all your love to just one man You'll have bad times and you'll have good times Doing things that you don't understand",False,False,False,False,False,False,False,False,False,False,False,False
af6b38a2-3a15-5303-9b7b-b592595647c0_30.mp4,"That evening, one of the vestry members, Captain John Pulling, along with the church sexton, Robert Newman, climbed into the steeple at dusk. They took two lanterns with them. Those lanterns were a signal to the Sons of Liberty in Charlestown. It signified that British troops would be marching that night to Lexington and Concord, taking the shorter route by rowing across the Charles River to Cambridge.
The lanterns were held aloft for about a minute. Dozens of riders were sent out from Charlestown immediately. The most famous of the riders, Paul Revere, made it out to Lexington that night to deliver a warning to Sam Adams and John Hancock that the British were marching to capture them.
The story about the hanging of the lanterns was not nationally known until 1860. That's when Henry Wadsworth Longfellow, a local poet, friend of the abolitionist cause, wrote the poem Paul Revere's Ride.
Longfellow was using the symbol of Paul Revere streaking across the countryside to encourage young men to join the Union Army to save their nation and to free slaves in the American South. He used the image of two lights streaming from a church steeple.
to assert that God had blessed the American cause of freedom, both freeing ourselves from the British and the Revolutionary War, but also freeing slaves in the American South in the Civil War that would begin just a few months after the poem was published. And that is the real message that we want people to understand when they come see Old North Church and they remember that stirring line, one if by land and two if by sea,",False,False,False,False,False,True,False,False,False,False,False,False
debc8c2f-0da8-5c3c-a345-84d6209b4ffa_0.mp4,Thanks for watching!,False,False,False,False,False,False,False,False,False,False,False,False
e31cabbc-3861-58d0-9674-fce3b8dde86a_5.mp4,"I needed time to think and evaluate everything. What was going on with my situation? No, until you tell me, look me in my eyes and tell me that you don't want to be with me no more, then we break up. You hear, Your Honor? You tried to text first, and in your text message, you said, we need to take a break. Yes. And then Breonna called you. Yes. And when she called you, what did you say to her? I said, yeah, things are real hectic right now. I think we just need to take some time. Let's take a break from each other.
Rihanna, when he told you we need to take a break, what did that mean to you? Nothing. Nothing at all. We were still together. All righty, then. So, in your mind, you guys were still in a committed relationship? Yes, Your Honor. Yes. This is crazy. This is crazy. That's one way to describe it. That's what I'm saying. I don't know what to say.
up next. The doors were keyed and I could see that and that somebody poured sugar in your gas tank. Yes. Clearly when you came out and saw your car. I knew she did it. That's all I like. She did it. She did it. She did it. She did it. That's all I knew.
When he told you we need to take a break, what did that mean to you? Nothing. Nothing at all. We were still together. All righty then. This is crazy. This is crazy. That's one way to describe it. Same. OK.",False,False,False,False,False,False,False,False,False,False,False,False
6db36159-23a0-530a-9722-0fb4256922b4_72.mp4,"special video message from none other than the pop sensation himself, Mr. Chris Truesdale! Hey, what's up, guys? Chris Truesdale here. I am so sorry that I couldn't be there with you tonight. But as you can see, I'm on set of a video, which I look very forward to seeing you on the set of my next video. And even though I'm not there, I trust that Allison Dexter and Devin got me covered. They're going to pick the best team for my next vid. So have fun, and I will see you ladies on set.
All right, let's welcome our finalists back to the stage. We have Team Julian, Team Avery, and Team Mackie. Let's hear it for them. All right, ladies, it's really showtime now. One of you is about to be declared the winner and will be featured in a music video with Chris Truesdale.
We're going to lower the lights. If your light stays on, you're the winner. Good luck, ladies. The team who will be dancing in Chris True's",False,False,False,False,False,False,False,False,False,False,False,False
062bc870-70c3-5aa0-9fb5-2c85cff51924_3.mp4,"Ta-da! I'm wearing my raincoat and rain boots. And I'll bring my umbrella. I'm singing in the rain. No! No! Huh? What's going on? It's snowing!
Sunday, it's snowing! It's really cold! You better stay home! But, it's okay. Sunday? Where are you going? Sunday!",False,False,False,False,False,False,False,False,False,False,False,False
8e6c333d-799b-59e5-af03-e5acbababa2d_35.mp4,"Okay, let's go.
Back to you",False,False,False,False,False,False,False,False,False,False,False,False
f61412e6-91ad-5860-8bdd-ac386cfab5da_11.mp4,"Our first show was in São Paulo 20 years ago. This was when the Campana brothers showed their first creation, the famous Vermelha chair.
One day, the journalist Marco Romanelli, from Domus magazine, went to São Paulo. We showed the chair to him. He liked it and he said it was odd because it had both Brazilian roots and an international language. At the same time, Massimo Morozzi, director of EDRA, invited us to make the chair. I thought it was a joke.
How to weave together 450 meters of string? I said he's mad.",False,False,False,False,False,False,False,False,False,False,False,False
748051b6-21b2-5e16-b348-ab53c2d33e0e_26.mp4,"have to start this life brand new somewhere else, which it makes it easier for them. It's like detox. They're so addictive to kill each other. And just changing the environment changed the state of mind for that moment. Caesar decides that Jack and Carmine need to join his pack to rehabilitate their aggressive behavior. Almost three weeks later, Daniel and Rebecca arrive at the dog psychology center with their two combatants.
You hear what's happening outside? It's a war. All right, guys. So we're going to put these guys in there? Yeah. OK. Now you hold this one right here. I'm going to control that one over there.",False,False,False,True,False,False,False,False,False,False,False,False
4d80147f-5f01-5784-95d3-6e760860391f_5.mp4,"And what an advantage, close to the 71 of the match. Remember that this is a goal, goal for the full protection. With this goal we support 10 women in a vulnerable situation to improve their quality of life. Thanks to GNP Seguros, Fundación Televisa and your DN arrived without a single mark to finish off Murillo to put the third. DN, go.
The play that both Fabi Barra and Charlene Corral start on that left side is surprising. We know the power and the change of pace that Charlene has. She ends up taking away the mark from Julissa Dávila and very intelligently sends a diagonal and you mention it well. Amanda Murillo enters alone in the second line, no one marking her and ends up sending a ball to the net that ends up being a goal.
...confirms the changes, he comes across, he shoots! Out of the goal! He was trying to surprise Edith Carmona, he is encouraged to send the shot. Very good the girl, also from Barreras, who reduces the shooting angle. And here, he was looking for the first post and he leaves it, but out of the goal. And the ball, attention, he can come, he shoots!
This option escaped Nayeli Díaz. I don't know if it reaches the finish line. And they were looking for the Dutchwoman. Here we are going to see the reiteration. The ball is stuck. It is not enough to make a good contact. And for Godínez's fortune, the ball slowly goes away from the crap. And there it comes very ... from Barrera to Lisbon. Oh, from Sara. Sara Hodgett.
He tried to surprise Barreras, but without complications, he stays with La Pelota. Yes, Barreras. What a good goalkeeper is Barreras. He transmits a lot of security.
First, they don't get into trouble when the service is complicated. He puts his fist in to get the ball away. And then, in shots to the goal, he has a lot of... ...on the right side, they look for the back line. The ball is delayed! No! The first ball that touches the Dutchwoman, the newly entered one. And there it comes with the assistance for...
Charlene Corral, so we sing the fourth goal. Goal of the Tuzas in Pachuca, almost 1 minute 80 of the match. And this is a goal with Telcel, you have the football in your hands. First minutes of one of the great reinforcements of Pachuca. And the second one arrives, the double for Charlene Corral and increases the advantage.",False,False,False,False,False,False,False,False,False,False,False,False
7c325298-8763-5efe-832d-89db1183f820_40.mp4,"We just want you to know that we've made some decisions and we've been putting some money aside, haven't we? We're going to get out of that whole warehouse environment and live in a proper house. Yeah, we really want to raise our child in a... In a proper home. Yeah. Have you told your parents?
We knew what we had to do. But it takes a lot of planning to stop. Lucky last. We can really do this, Candy. I know it'll be hard, but... I'm sure it's like a bridge.",False,False,False,False,False,False,False,False,False,False,True,False
07369ba2-7f1e-5ff8-9663-c904f4edefbd_32.mp4,"Perfect for it. Perfect score. All the way through. You want to talk about your soft dick before? Yeah. My dick has been really soft lately and I've just been coming really fast out of my soft dick. It's incredible. That sounds like an issue. It is. Luckily I have Roman. And what does that do? It makes my dick hard and I don't come as fast.
It is all thanks to Roman J. Thanks for no prep sheet. I'm trying I'm adlib in this ad. Yeah What no one has yet? Just how hard does your dick get Nick? On the Mohs scale. Yeah rock it gets no it goes to a diamond
It's hard as a rock. It's iron. I just rub a vinyl record Nick and play it on All thanks all thanks to Roman and you can have a hard dick just like me what was just a Group of people that walked in here too much who are going upstairs single file",False,False,False,False,False,False,False,False,True,True,True,False
34390df9-f31b-5644-9dad-f3f2131cf738_20.mp4,"Washington football team, just an all-time bad Monday night football game. Dave, I'll start with you. Yeah, it's horrible. Football team playing decent. They're not a bad team. Seahawks stink. Stink. I hate them. I hate them. I don't know what the line is in this game, but something tells me it'd be like a pick'em, which is outrageous. I like Washington at home. Dion? I like Washington at home.
Dan? I'll just do a quick, I need a 30 second rant here that I've said but I'm gonna probably say it a million times next week. If you're Russell Wilson and you have everyone in the media, every single reporter that's in your back pocket tweet out how you rehab for 19 hours a day and it's a modern miracle that you came back so quickly and your doctor did it like, I've never seen a doctor post like a fucking transcript being like, hey Russell Wilson, I've never seen a finger more healthy, I've never seen a finger
rebound like this, and then he does a video with his trainer and the succession music, and then you fucking suck. You should have stayed injured. You should have stayed injured. Who is that? Is that Russell Wilson? Oh, that would have been bad. Oh, Pac-Man! Hi. Pac-Man, when are you fighting again? I want some more money. Can you hear him? They say, when you fight him again... Oh, you can't hear him. I'm sorry. They say, when you fight... They say, when are you fighting again? He wants some more money.
Man of his word, he paid me the money. But yeah, Russell Wilson, you can't do all that hoopla fanfare and then come back and score one touchdown in 19 drives. Stay in here. Also, a disrespect to the succession music. I mean, what are we doing here? If it wasn't for Bran Walker, this would be a half a milli game for me. Because I looked at the spread, it's one. It's one?
So Washington's going to win that game. They are going to destroy. Seahawks suck. They suck. That at home, that's a half a million game. Not for me. I'm retired responsibly. No, I'm responsibly retired. People don't get there. They're like, oh, you're betting crazy. I was up. I was up is why I was doing it. I gave it all back because of Brandon Walker. And I'm like, oh, I'm out. Dave, let me just ask you this. What if the Patriots win?
their game on Sunday, you cash the seven and a half. Yeah. Yeah, yeah. You might be back then. Yeah. Yeah, maybe. You just can't watch the stream. But that's not you. No, Brandon will never be on stream. That's actually very responsible of you, because you would cash a bet to then place another bet. I put him, I withdrew my original last deposit, which I put in a couple months ago. I'm like, the vibes are so off.",False,False,False,False,True,False,False,False,True,True,False,False
eb4f1fbf-f296-5656-82bf-99cfa7ac8275_25.mp4,"And. And. And.
He looked everywhere. But we can't find him. No, we can't find him. Not at the office. What happened to him? Well, he was in a terrible state when I left him. He was so frightened and upset. I imagine he just ran away. Ran away? From me? On our wedding day? Now, sister dear... Don't call me sister. Can you imagine? That's what it's hard to get for engaging herself to a country to have a look. Oh, Mary, dear. Give me the log of home. Do you hear me? Give me the log of home.
I'm not going to be able to wait a year. You all go home and find out.",False,False,False,False,False,False,False,False,False,False,False,False
cc3964e1-e1bf-52d5-8d28-fb129c691dbe_45.mp4,"Damn it! What the fuck is this? Who the fuck are you? Better leave, man. I'm gonna cut you. I'm gonna cut you real bad. Oh, you're gonna cut me? You're gonna fucking cut me? I'm just messing around, man. I'm just messing around. Chill, man. Chill. Who the fuck do you think you're dealing with?
You think this is a movie? No. I'm the real fuckin' deal.",True,False,True,False,True,False,False,False,False,True,False,False
189e8490-8874-5274-ab44-9b1a7f442488_59.mp4,"I told Stokes it was a bad idea to go this way. You know nothing of your new nature, do you, Hildebrand? What happens when it's been too long since we fed? We start to become handsome. Beautiful. Exquisite. Irresistible. The hungrier we get, the more beautiful we become to them. That's an evolutionary development. It allows us to predate more effectively.
Join us, Hildy. Let us show you our world. You don't have to hide. You don't have to be alone. Not that it matters, because I'm going to kill you all. Which one are you fed on, Silas? Waste not, want not.",True,False,True,False,True,False,False,False,False,False,True,False
c7025b32-bb47-5f81-aca4-d750d83b878a_18.mp4,"tracks.
Wayne continues to surprise his fans, like when he enrolled at the University of Houston in January 2005. He attended the University of Houston, but I'm pretty sure it was an online program. And I also have learned that when you get to that kind of position, whether it's in the music industry or film or television, you're invariably have a certain degree of intellect. And I think a lot of people kind of try to denigrate rappers by saying, oh, they're not really stupid. And it is a kind of almost a form of coded racism. Despite earning high grades,
Not surprisingly, he dropped out due to his conflicting work schedule. By now, he was arguably the world's hardest working rapper and keen to get more involved in the world of R&B. I think what sets Wayne apart",False,False,False,False,False,False,False,False,False,False,False,False
e9f4061d-289c-5576-8974-3140386944bf_13.mp4,"We've always had long-term goals and in our business and in our personal life we've always set pretty high goals and the last of our 10-year one was when our own aircraft was coming down the tarmac and in the new 10-year I mean Dakar is obviously very high up for Warren and he deserves to be able to give it a go.
It's hard watching the first three places coloured orange and no reds. So I feel like we've let the term down a bit there by not having some red machines up front. And looking at where you should be too is the hardest part. You know where you should be on the road and you're not there. But we've got a bigger picture to focus on. Yeah, that's right. So keep in mind to focus on that.
Jake took a particular interest in his brother Todd, who was now in second place. He's going alright. Made a bit of a mistake that first stage, just won him, but he's doing good. I don't think he lost too much time with all the boats behind him. I think it's just pretty much coast at home.",False,False,False,False,False,False,False,False,False,False,False,False
74502a60-a194-58f9-a462-4de8f5267dc7_51.mp4,you,False,False,False,False,False,False,False,False,False,False,False,False
6a4c481c-9d00-560b-b167-acb038bc6da3_44.mp4,"We must go now, back to where it all started. Michael. Michael. Michael, what? What's going on around here?
What's up, God? Now you side with these mortals? Your time is short. I'll leave you undone! Pray to your God! Chicken liver!
So, I don't think you like me very well. But Michael, I always knew you were a bitch! Tamaris Pod!",True,False,True,False,True,False,True,False,False,False,False,False
c68bbb45-e55a-59e2-8dc8-ab0fecc8f8ce_55.mp4,"Hey guys Dave partner here So I want to apologize to all of my fans for not making any content here recently Long story short the flock is real I Went to one of their get-togethers. I really wanted to meet their leader crow because I've heard so many good things about him and He never showed up
And bullets started flying and bodies started falling. And I didn't know what to do, but thank God I got out. And I was actually the only survivor. My phone's been ringing nonstop. They've been wanting to get information about what I've seen and what I was a part of. And I just, I am a father of two children. My little boy here.
is so, so happy to see me. Say hi, Denver. Say hi. Yay! So, if you guys have any questions, please leave it in the comments. It would really mean a lot, and I'll answer them the best way I can. But please like and subscribe to my channel, and I will see you guys back in the next video.",False,False,False,False,False,False,False,False,False,False,False,False
7a936b99-44f4-5b38-8d87-7b83438e73ce_0.mp4,"What's up fellas and ladies, it's fight week. It's time to get rough and rowdy and what better place to get that energy rolling than wake up Mitzi, not live from the Barstool Sports Chicago office on a fine Tuesday morning. If we're gonna turn this crap up to start the week,
Well, we might as well have some damn good guests. And we've got Mikey Betts joining us. He's got his fight against the Able Brothers. It's Loser Leaves Town, Friday night, by R&R.com. As always, Wake Up Minzy, sponsored by our good friends at Stella Blue. Check out their cold brew. It's life changing. Big Cat's a great American, but he also makes some great coffee. Mikey Betts, how are you this morning? I can't complain. Feeling good, feeling ready, ready to rock and roll and beat the hell out of the Able Brothers.
I like it. I like it. As always, Waco Mintzy also sponsored by Dude Wipes. Cleaning up all messes. It's a toilet paper revolution. One use of Dude Wipes will change your life. Amazon, Walmart, Target. You can find them all over the world wide web. And we're going to be joined, I believe, on video stream by the one, the only, the man, the myth, Frank the Tank, as well. Getting ready. He's had a long feud with the Abel brothers. There he is. Good morning, Frank. How we doing? Let's turn this crap up. What's up, Flemming? For Waco Mintzy.
Hey, how's it going? Everything's going well. Great. Your mic's off. I can't hear you. What do you mean? My mic's off. Frank's mic. Frank, your mic is muted. That's fine. Oh no. Oh no. Well, I'm sure Frank's fired up. He's in Denver right now. The sound isn't working. Frank, are you there?
I'll put it back in the link again. I can call him. Is it working now? Does it have a green on my mic right now?",False,False,False,False,False,False,False,False,False,True,False,False
1babd344-5475-5da1-b7f0-ca2f302e476b_36.mp4,"Show me your love I'm not going to play
See you.",False,False,False,False,False,False,False,False,False,False,False,False
c4ff7d45-46db-5654-b6f7-3a3d872e153d_41.mp4,"You kidding? What's the name of it? East of Aden. Good part? Leiden. Oh, is that all? How's the writing? Eh, doing a little TV. Nothing to brag about. Hey, you ever see Dizzy? Uh, she took off. Virgin Islands or someplace. To dance. Gazan thinks I can win an Academy Award for this role.
They'd never vote me an Oscar, though. Why not, if you deserved it? You gotta be loved in Tinseltown, Willie. They're gonna hate my guts. Who's they? The Philistines. The dull accountants who sit behind the big desks and tell us what art is. Us, the talent. Us, the creative people. That's why they hate our guts, Willie. We're special. We got the gift. The gods have smiled on us.
They know nothing about us. They come and go, we abide. You make it sound like it's them against us. I know the game out here, Willie. I played it for a while, remember? You let them, and they'll treat you like so much raw meat. Not me, and not anymore. You've changed, Diener. Never heard you talk like this.
Winged flights of harpies have escorted this trip of vengeance back to Tinseltown, Willie. Only from now on, I'm the piper. They dance to my tune.",False,False,False,False,False,False,False,False,False,False,False,False
a6d41597-64ae-5eef-b8c7-198650142e3d_22.mp4,"I'll try around the back. Well, don't be long.
Ranger?
you",False,False,False,False,False,False,False,False,False,False,False,False
2cac002e-b96a-594d-9553-b856ab1b2f5e_32.mp4,"Professor McLaren?
I'm sorry. I didn't mean to intrude. You weren't here. And I really think I need your help. Oh, how can I help you?",False,False,False,False,False,False,False,False,False,False,False,False
8957e257-ec75-5cd9-ba5c-37ca79559c84_18.mp4,"Dude, where's my cup? Don't worry about it, A.L. Skits about to come through. We about to replace your drink, bro. It's not about the drink. It's about that cup, man. The cup is very exclusive. I need this exact cup, man. Bro, I don't want to tell you, but look, Skits is on his way. And look, we're about to take care of it, bro. I promise we're about to take care of it, bro. Don't worry about it, man. You good, man. Well, look, man, we got to figure something out quick because I need that cup, man.
I got you bro, I feel you.",False,False,False,False,False,False,False,False,False,False,False,False
356112cd-a341-596e-a6ef-8a82dfe6f0cb_29.mp4,"This is bullshit! Where the hell you been at? I had to work late. Why didn't you answer your cell phone? The battery was dead. Oh, the battery was dead, huh? And your office phone too?
What's going on? What's up with these 21 questions? You wanna know what's going on? What's going on is the club was shut down by the city. What? That's what the fuck going on. How they just gonna shut the club down like that? The hell if I know. They just walked in and condemned the building and shut the shit down. So what they say was wrong with it? They said something about structural damage. It might collapse or something. I don't know. Okay. So don't you have insurance? No. I told you, the old man, Mr. Jacobs, he owned it. He sold it to me outright.
That's why he sold it to you so cheap. He knew it wouldn't pass inspection. You know what you gotta do? You gotta call Quentin and take him to court. I'm not calling him. For what? Mr. Jacobs died last year anyway. So you just out $76,000 and ain't gonna do shit about it? So what you want me to do about it, Kayla? I ain't got no money for no damn lawyer. And you don't have to pay Quentin. That's your brother. Look, I'll handle it. I guess your cell phone charged itself, huh?",False,False,False,False,True,False,False,False,False,True,True,False
f9234966-41c3-5472-a3e7-24611ff7f7bc_21.mp4,"Many pieces are combining to hold it all together. I'm just saying, little guys are capable of big things. Here you go, Yuma. You beat me, so my heart piece is yours now. Don't waste it. Don't worry. I'll take it all the way. You've got three now, Yuma.
You know, I think I lost because I underestimated what little monsters are capable of, which really means I underestimated what I'm capable of. Hey, Cody, we were on our way to a movie. You want to come with us? Uh, well, you see... Little guys are capable of big things. Hey!
You know that you're not supposed to be here, Cody! Uh-oh! You could get hurt! Get out of here before your dad sees ya!",False,False,False,False,False,False,False,False,False,False,False,False
ad07cacf-48ad-59d9-a3f6-88fe636a0181_17.mp4,"He's here. GPS. The first rule of ballet is to make every single movement as beautiful as possible. But sometimes breaking the rules is the only way of getting it right.
So, you know that fantasy thing where he's been fighting for you? I totally get it. And once they're broken, you can start to make your own. It's not ballet. It's something new. You sure you can go on? Absolutely.",False,False,False,False,False,False,False,False,False,False,False,False
69eaf8a0-cbb1-520a-a8cd-ada3dda199d7_15.mp4,"thought about doing this segment today, we're going to do it tomorrow. Little, little just one on one with the good folks out there in Norman and kind of just a heart to heart. I have no problem with Oklahoma at 16. Like we did our prediction for them for their final record. And we I mean, my mentions are still on fire. So shouts to the passion out there in Norman, but I'm not down on OU. The schedule is brutal. And there's question marks on the offensive line with who they're replacing. There is wait and see at quarterback, but I'm not telling you Oklahoma is not still a really freaking good football team.
Brent Venables does defense, period. Mike dropped the, and like Brent Venables, if he is in charge of your defense, you're in good shape. Leadership back there with Danny Stutzman, Billy Bowman. If Jax Donald's a five-star caliber quarterback this year at the collegiate level, Oklahoma's gonna be like eight, nine, maybe 10-win football team.
The schedule is brutal. I want to see what he is. I want to see what the offensive line is. I'm not changing my prediction now. I'm not backtracking anything. But when we talk about Oklahoma, like if it's purely a preseason ranking perspective, this is about where I had Oklahoma too. If you go back and check our post spring post portal rankings.
We'll do our own top 25 again before the season gets rolling, probably after fall camp. But like I'm not down in Oklahoma at all. I think 16 is about the right spot for them. And we'll see what Jackson Arnold is and what he ends up being for them against this schedule. That could be a top 15 team. Maybe top 10 team, no question about it. So a lot of boom potential, no pun intended for the folks in Oklahoma. Schedule is just brutal. We'll see what they are. 21 through 25. You got Arizona, NC State, USC, Kansas and Iowa. Look at Kansas.
So inspirational, man. Lance Leipold and co.",False,False,False,False,False,False,False,False,False,False,False,False
b54983bc-dd99-5fbf-a4ac-47e40f942092_33.mp4,"Okay, you need to get the kids out of there now. Okay, you kids, get out of the water, now. I don't want to. You heard the man, Raymond. Out of the water, now. No. I don't want to. Oh, let the croc eat him.
Did you see it? Yeah, on his back.
Liz! You got air in those tanks? Yeah, what's going on? Crocs just took a kid. Where'd he go? Under the boats. Where's Sari? In town. I need a bank sec. You got one? Yeah, I got one. I'm going with you. No, you stay here. You need someone at your back.",False,False,False,False,True,False,True,False,False,False,False,False
fc5ec2c6-d3b0-5bd7-ad10-33e49de46865_6.mp4,"And the advantage is over here. Come and have a look at this, Sean. This is a copy, actually, of the actual map he used to plot the defensive position at Waterloo. But the story of the map's pretty amazing, actually, because even a year before the battle, Wellington ordered this map to be prepared. Why? Not because he necessarily thought he was going to face Napoleon, but because he wanted a military survey of the Netherlands. It was a place the British army had fought many times in their history.
just in case. And when it was clear that Napoleon was back on the lucid escape from Elba, he instructed the work on this map to continue apace. And I don't know if you can see, it's stitched together from lots and lots of different pieces. You mean like that? Exactly. A different Royal Engineer officer would have been in charge of each of those sections. Eventually, it was all put together in a hurry, because he realised from the 16th onwards, when the fighting begins against the French, that he's probably going to have to fight a defensive battle",False,False,False,False,False,True,False,False,False,False,False,True
2ce4356c-e8d4-596a-a8f1-29e55a8456b4_23.mp4,"you
The little girl who was scared of everything had sacrificed herself. She was no longer afraid.
The end.",False,False,False,False,True,True,False,False,False,False,False,False
c4aad2d4-8270-5f2f-9cdc-ce70b4acecc5_4.mp4,"I haven't seen Ellen in a few months now and it was really nice to see him and his brother Monty. So we can have a good time in the bush again.
The conditions were perfect when we got there for buffalo hunting. And rather than messing around with taking our time with getting into it and being the buffalo hunting maniacs that we are, we got right at it and we started to get into buffalo right away. The problem is, just like a lot of other hunting, you gotta get in there and find that one special bull. We're trying to find these old bulls that are together that are finished breeding. There's no sense in shooting one of these.
middle-aged ones still got his cows with him we've got enough single bulls we don't need to do that.
on.",True,False,False,False,False,False,False,False,False,False,False,True
b19d109e-5a3c-55d7-a198-60d4f2fe0672_41.mp4,"Good job, good job
Good job. It's strange. I thought Yoonjung was the most ideal type. But she ended up like that. It must have been the end.
I really enjoyed your performance. I heard that while you were preparing for this performance, you were worried that you might cry or get emotional on stage. But you held it in and sang until the end. I thought the five of you were amazing. I mean, how could you...",False,False,False,False,False,False,False,False,False,False,False,False
28dfb718-b1d7-5d04-9cad-a542a0b24ae3_0.mp4,The moon was...,False,False,False,False,False,False,False,False,False,False,False,False
60b942f5-90e5-5857-995a-bcd26774a31e_23.mp4,"told them how to behave.
He made a short speech in which he talks about going from a corruptible world into an incorruptible one, where he knelt down on the scaffold and was beheaded. And what happened is that his head was held up and the executioner said, behold, the head of a traitor. And Samuel Pepys, who was present that day, said, I'd never heard such a great groan amongst my fellow man as I ever heard that day. Because there was a real sense, not of celebration or of jubilation that he'd been executed, but of fear. What comes now? What's going to happen? What have we done?
After the death of Charles I, things in England took a turn. England was declared a republic for the first time, and Oliver Cromwell was appointed Lord Protector of England, Scotland, and Ireland in 1653.
During this time, Charles II, the eldest surviving son of Charles I, escaped to Europe.",True,False,False,False,True,True,False,False,False,False,False,False
50570b2a-5b8f-59da-be37-f2752eb196a9_0.mp4,Approach down there. Approach it up.,False,False,True,False,False,False,True,False,False,False,True,False
cbd5c69e-1672-585d-9f9d-8b3b484042c1_1.mp4,"make a mistake. Push-button driving is easier and safer. And to see just how fast and smooth it is, watch this professional stunt driver. Now push-button driving is such an obvious improvement, competing cars will imitate it next year or the year after. But DeSoto has push-button driving now. So why wait?
Tomorrow, drive a beautiful new DeSoto with push-button driving. You can enjoy the best this summer. Drive and price a DeSoto tomorrow. ♪♪ Groucho, here are Eileen Thomas and Elmer von Scheibel, who'd like to play You Bet Your Life. Say the secret word and you win an extra $100. It's a common word, something you'll find around the house. Eileen Thomas and Elmer von Scheibel.",False,False,False,False,False,False,False,False,False,False,True,False
a674a9b2-7816-52d1-b09a-d18feee5ee8c_7.mp4,"Well, just pulled up to our first location for the day. It's a big draw behind us with trees on it. We're hunting Ryan's family's property here and they've done a lot for conservation over the years because they keep habitats just like this. Now, you could have farmed almost all of this and they decided to keep it for habitat for pheasants. Now, you can definitely tell that there was a bad hatch this year because there's not as many birds, but areas like this are key for keeping birds, especially in bad hatch years, alive all the way throughout the year.",False,False,False,False,False,False,False,False,False,False,False,False
5ff14277-fe31-5942-bedd-dde243db1642_51.mp4,"That structure is the future of Chernobyl, the new safe confinement that is going to last for 100 years and more. On two rails, they're going to slide the arch over the old sarcophagus. This arch will confine the old shelter and all that radioactive dust. It will keep it inside.
The 10-kilometer zone will most probably never be open for the general public. There are about 800 burial sites for the spent nuclear fuel, for the radioactive waste here. Plus, you know, we drag used sources of ionizing radiation from the rest of the nuclear power plants in Ukraine. There are four of them, apart from Chernobyl nuclear power plants. All the waste are carried to the 10-kilometer zone. So the 10-kilometer zone will never be safe.",False,True,False,False,False,False,False,False,False,False,False,False
77528de6-443f-547b-9950-66cb5fb4df08_20.mp4,Oh.,False,False,False,True,False,True,False,False,False,False,False,False
61a4fb8a-f0b8-54e4-8c0b-1929bcb88de3_37.mp4,"and we did get a divorce, and I found myself broke. I remember once sitting around a dinner table and hearing colleagues, actors, directors, and hearing one of them say, I love my job, but my family always come first for me, always. And a voice inside my head said,
I can say that now, because I've discussed, I've talked about this with them, and they know about it. My son, of course, is now an actor, but that was my life, my work, and still is, essentially. Are you lonely? Never. You're never lonely? I've always been content with my own company. Really? Even when others weren't. What does it feel like to be divorced?
I have two major regrets in my life, and they're both to do with the failure of my failure in my marriages. How I behaved, what I did, can't be corrected.
Guilt, I think, has gone, but regret remains. And I have that very strongly. And it has kind of handicapped me a little bit. I've been married twice, divorced twice.",False,False,False,False,False,False,False,False,False,False,False,False
b6ed1f5f-d8c0-5357-9048-910d0166f04c_7.mp4,"Water is different in different parts of our solar system, and here's how. As we know, hydrogen is part of the water molecule, but sometimes hydrogen receives an additional neutron. When it does, this hydrogen atom is called heavy hydrogen, or deuterium. Our earthly water has a certain proportion of deuterium and hydrogen atoms, known as the dH ratio, which is 1.55 parts per million.
As a comparison, the D-H ratio of Martian water is 300 parts per million, so we know that it's different from ours. In 1986, when the Giotto probe reached Halley's Comet, scientists measured the D-H ratio in its water and compared it to the water here on Earth. The two didn't match. In fact, the D-H ratio of the water on Halley's Comet was twice that of ours.",False,False,False,False,False,False,False,False,False,False,False,False
e1c588c0-9ed9-5fa6-bee6-6b43051ebd57_13.mp4,"I see. Who in the... Oh, hello. That's...
Very sweet of you. I'll make sure he gets them. If it's all the same, I would like to give them to him myself. Of course. Stevie, honey. Come here. You remember me? I thought you might like these. These are for the boy who likes to read.
What do you say? Can I keep them? Of course you can. Nothing better than a good book. Oh, except the good book, that is. Say thank you to the nice lady. Thank you. My pleasure.",False,False,False,False,False,False,False,False,False,False,False,False
